Timestamp,Name,Email,Wallet Address,Transaction Hash,Feedback,Source Form
2026-09-18 03:52:10,Valkyrie_ZK_Participant_68,valkyrie.zk.participant.68@proton.me,mn_addr_preprod1lmzulpkzewrmvjsgv0kucx9z2qa4zcg45l8hgumaw29j9yl4anxsa7uuqh,9963a5d1d0a851c60826b6f63d0ddcab722ec0b070dc2571b9c82efd0189a174,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:48:35,EchoVault_Participant_69,echovault.participant.69@gmail.com,mn_addr_preprod1xwalehk2azjstd9yrl697fqfdl3ncd4j4396c485k0qp6ndwhhmqjxr7x8,67e9378a9e23904cdf15363c0cd99063fb0faf9e0bc522a1d84f0368afd3b1a8,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:38:40,Kryptos_90_Participant_70,kryptos.90.participant.70@gmail.com,mn_addr_preprod1qdu4a8l9pynxrray7sq6zywuwu2vnvur62fpx2dy342rp69h0xes000sst,4e35ce0582e270183272600691364c6de672f9c9d4d2415851145b05e7db2359,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:34:05,Spectre_404_Participant_71,spectre.404.participant.71@gmail.com,mn_addr_preprod1m0fxz0az83wgwzncnse6t9dwqfygq3r2s2hlknn0s6jnajd56dgq7wve7f,9a7c6c074127fe1fffec8e47df9ac11ad73864a543ef47287d962d60fbacc317,Sealed-bid auction verified on preprod block 2600329. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:31:10,MirageMaster_Participant_72,miragemaster.participant.72@gmail.com,mn_addr_preprod1uem6pgkpjxv24tm8smchs005tcu9r0c457nmqu6n0mc24lxse4lqgrh94d,4c5dc6d2b76aec81c8621e5731de7fee0b23b0b78442c63f50b90538bfe4566e,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:30:15,ArtisanZero_Participant_73,artisanzero.participant.73@gmail.com,mn_addr_preprod1s3dujfg95e3y5ham0sqknrdl63t86y6k3mpn0xewlw7ae3cupflszuc5xw,047c89c386f6fb491901c8a16b4b55dbe226f23e15755891efcd3d79a0748c92,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:25:20,PixelShaper_Participant_74,pixelshaper.participant.74@gmail.com,mn_addr_preprod1fz8z4znkljxj8l9pp44pkve0seckrp8rxfmtelhsc2dsmvk473nstdf7hg,7bbcc0b29ccd8c038977b8529bae9ec2188674bb4eb51cc0f3fa96988d39ea8f,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:19:05,CardanoCraft_Participant_75,cardanocraft.participant.75@gmail.com,mn_addr_preprod1ky2n83ccnymj54kydj9fqkkrd8dlrs92tzd4z6wggtamxt3xhdgsyuxhpr,2e2a27df848d5a5e7a9f96b77990830b5e5b204de57e4333d045afd6a3713a15,Sealed-bid auction verified on preprod block 2600291. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:17:10,MidnightMinter_Participant_76,midnightminter.participant.76@gmail.com,mn_addr_preprod1jv4qenyzzq8t9qe4jljgptdf4qlv5cwpyap60j02sy42pes2dj9sg3gsf0,37f92147e844dccf15ac53b74c32683d9e92ccad72580c32a74b163597dfab6d,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:11:55,ZeroKnowledgeArt_Participant_77,zeroknowledgeart.participant.77@gmail.com,mn_addr_preprod17xevpj9knmqz4dldvuf9nuxl2v6j4mj8da4ajmhwa0fq2mprn52qhdesrk,0b2cf4336f5565bf517be8815a5972e0730483bcfa9d906e86ea1a3f908afe82,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:52:00,NovaSculptor_Participant_78,novasculptor.participant.78@gmail.com,mn_addr_preprod1lklvgrhktacjrpt9l4z87k960l4kcuq840t40gnva3gkjgsdsx3sv9aq57,fcb4ac6a06e5fb4e5690fa4c771e188a588774a5ff456c0830694f8967db1419,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:47:05,EtherealForge_Participant_79,etherealforge.participant.79@gmail.com,mn_addr_preprod1zqtue2ty8xm9asdx06dy4tf8dphdz8jdahu53rzevjj7kpjx49qqx8e7ye,0cf4c462f254fbfc0868b0d57348f83c13abd3ea389f0a644964416e2b96a8b1,Sealed-bid auction verified on preprod block 2600202. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:44:30,VividCrypto_Participant_80,vividcrypto.participant.80@gmail.com,mn_addr_preprod1htv5sv6fmfattqz6t920z47fehu9d37qrwhar0dlvp50kezrpjwqlk2zs0,7dbebd0495c8dc089461f053d8b2490fbf0d462aeba11eaadabe8424e8a483a6,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:37:55,GenesisPainter_Participant_81,genesispainter.participant.81@gmail.com,mn_addr_preprod15dyaxnmg99e5x8tu8ascvtwcez2qscdv2hhxn02ux35qt2mx6wvslw2yeq,a17277e5e9025dc1ec5c828185a6246ae330e24d948dd417a65890cc9e587fd9,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:26:20,StudioNight_Participant_82,studionight.participant.82@gmail.com,mn_addr_preprod170xsech804c7ylh5y0l53vgjzcwyffcvz2mppdnhuru7dk6wys7spslt4u,2520985b13db52d2675603634c88e1dcb82572d7f4272a9bda9d7b9ea79e303d,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:17:45,AgentSniper_v1_Participant_83,agentsniper.v1.participant.83@gmail.com,mn_addr_preprod1f9cpvrpa5gww3swmwx9jplemsczxawf663jrp8q2h390d3tskg2qd7uwqa,c480008fb351c619c3c3307fe095db8aa5bb91bb307d6a5a3c0aac50d3cef257,Sealed-bid auction verified on preprod block 2600121. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:14:30,VolArb_Preprod_Participant_84,volarb.preprod.participant.84@gmail.com,mn_addr_preprod1h52959cwtsz06m8nh5ln538wze044gfhykxjyevmkypts6yurvlsa4c3jk,4268222e05a6a522e9db5a038309beb40ecb215a964885f7bfc0cf4864c7145f,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:48:15,DutchBot_Alpha_Participant_85,dutchbot.alpha.participant.85@gmail.com,mn_addr_preprod1xjw0l8e2xymw3v43cq42ajexpvn0mrsx247vuyarused5ekzvmfqcmcl8h,34b588762cb51938ac783deb526d92d337c1e6c067884462c22cdebe40d8b4d8,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:36:20,LurkerAgent_9_Participant_86,lurkeragent.9.participant.86@gmail.com,mn_addr_preprod1p50vu25jemt8depk0h2eu97pvje6yn5skh6rp97zmhx8r7ud08rsm4sjxe,4d00a62745eee606da66481195a61e6ec7b2f7a390299d3c2c812e0f6551f3b8,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:32:05,FairPrice_AI_Participant_87,fairprice.ai.participant.87@gmail.com,mn_addr_preprod1l9h77ptf85gl9ts49lczq0l0p9n2mtjkz9gwvmjpxd8wacetxyyqf0dtpj,b266116e81d0f6f72dcf4f22d0feef680983a453f1cf6f0165f971535e4079a4,Sealed-bid auction verified on preprod block 2599991. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:27:10,NightHawk_Auto_Participant_88,nighthawk.auto.participant.88@gmail.com,mn_addr_preprod1mul8daujmfrqt0g7q7ckgetavvt27xryp5lxtn0u8xywfj4g3ghqkp63w3,34a48ec43c91df445a1f96bf48db0d4b6eb6897f753baaa6609f5691628b5177,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:23:55,SilentAccumulator_Participant_89,silentaccumulator.participant.89@gmail.com,mn_addr_preprod1xtxzn3vfryvzw9y6qylu4f7stx8c9klq6tj9mgtq6pr969dcngqsdh02la,a875341ad57131e421710a53c669af76b96aed9ae438a84d21d9fb1d762b296c,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:19:40,SentinelTrader_Participant_90,sentineltrader.participant.90@gmail.com,mn_addr_preprod1sjzf7mgu9v7ypa6lwr2ra93999rf58p4kyz7pshez4ls3zgr2alqvleryc,aa960d1d8a0e359f46daff031313b1c824a05e306dc6420016c02c20d82faf75,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
